_id,INC NUMBER,OCCURRED ON,OCCURRED TO,UCR CRIME CATEGORY,100 BLOCK ADDR,ZIP,PREMISE TYPE,GRID,Latitude,Longitude
470686,202300000186513,02/04/2023  15:30,02/06/2023  06:00,BURGLARY,152XX N 35TH AVE,85053,CONSTRUCTION SITE,DE21,33.45011941414141,-112.13461721212121
470687,202300000178346,02/04/2023  15:30,nan,LARCENY-THEFT,24XX E BEARDSLEY RD,85050,DEPARTMENT / DISCOUNT STORE,EB33B,33.6695685,-112.0298235
470688,202300000178382,02/04/2023  15:37,nan,DRUG OFFENSE,174XX N 12TH ST,85022,PARK / PLAYGROUND,DH29,33.6300556,-112.0573488
470689,202300000178465,02/04/2023  15:57,nan,BURGLARY,XX E COLUMBUS AVE,85012,APARTMENT,BG28,33.4896709,-112.0716551
470690,202300000178991,02/04/2023  16:00,nan,AGGRAVATED ASSAULT,E MCDOWELL RD & N 18TH ST,85006,STREET / ROADWAY / SIDEWALK,BD31,,
470691,202300000179286,02/04/2023  16:00,02/04/2023  18:53,LARCENY-THEFT,27XX E PIESTEWA PEAK DR,85016,PARKING LOT,CD32,33.5368824,-112.0321313
470692,202300000181992,02/04/2023  16:00,02/05/2023  08:58,BURGLARY,5XX E ALTA VISTA RD,85042,STOREROOM/SHED (COMMERCIAL),AC28,33.38854350939994,-112.07312094115434
470693,202300000178613,02/04/2023  16:16,nan,LARCENY-THEFT,24XX E CAMELBACK RD,85016,DEPARTMENT / DISCOUNT STORE,BJ33,33.50936425,-112.07339027083333
470694,202380001126,02/04/2023  16:20,02/04/2023  16:50,LARCENY-THEFT,31XX E THOMAS RD,85008,RESTAURANT,BE34,33.48017340904237,-112.07323158027965
470695,202300000179533,02/04/2023  16:30,nan,AGGRAVATED ASSAULT,5XX N 24TH ST,85008,HOSPITAL,BB33,33.44843467890217,-112.03008695057893
470696,202300000178711,02/04/2023  16:45,nan,MOTOR VEHICLE THEFT,16XX W ROVEY AVE,85015,STREET / ROADWAY / SIDEWALK,CB25,33.5254271,-112.0990531
470697,202300000178710,02/04/2023  16:46,nan,LARCENY-THEFT,162XX N 7TH ST,85022,PARKING LOT,DG28,33.6237163,-112.0654001
470698,202300000187056,02/04/2023  17:00,02/06/2023  07:00,LARCENY-THEFT,78XX W MCDOWELL RD,85035,PARKING LOT,BD10,33.46582236342561,-112.07534214673389
470699,202300000182196,02/04/2023  17:00,02/05/2023  09:30,MOTOR VEHICLE THEFT,31XX W ROOSEVELT ST,85009,DRIVEWAY,BB21,33.45855973575851,-112.07409687941178
470700,202300000182010,02/04/2023  17:00,02/05/2023  08:30,MOTOR VEHICLE THEFT,19XX S 83RD DR,85353,STREET / ROADWAY / SIDEWALK,AI08,33.4218368,-112.2393678
470701,202300000182574,02/04/2023  17:00,02/05/2023  06:00,MOTOR VEHICLE THEFT,62XX W MCDOWELL RD,85043,APARTMENT,BC14A,33.465821418303236,-112.07504464389295
470702,202300000178815,02/04/2023  17:10,02/04/2023  17:10,DRUG OFFENSE,44XX E VAN BUREN ST,85034,BUS STOP,BA38B,33.4514865,-112.0732394375
470703,202300000181427,02/04/2023  17:12,nan,LARCENY-THEFT,21XX E ROBIN LN,85024,SINGLE FAMILY HOUSE,ED32,33.6907844,-112.0455082
470704,202300000178858,02/04/2023  17:19,nan,DRUG OFFENSE,74XX W INDIAN SCHOOL RD,85033,RETAIL BUSINESS,BG11,33.4946699,-112.2192157
470705,202300000180644,02/04/2023  17:30,02/04/2023  23:45,MOTOR VEHICLE THEFT,73XX N DREAMY DRAW DR,85020,CONDO / TOWNHOUSE,CD31B,33.5591097,-112.037455
470706,202300000178929,02/04/2023  17:30,nan,ROBBERY,N 35TH AVE & W ROSE LN,85017,STREET / ROADWAY / SIDEWALK,CB20,,
470707,202300000179354,02/04/2023  17:45,02/04/2023  17:45,LARCENY-THEFT,1XX E ROOSEVELT ST,85004,SPECIALTY STORE,BC28B,33.458597,-112.073653
470708,202300000178969,02/04/2023  17:48,02/04/2023  17:57,AGGRAVATED ASSAULT,42XX W MCDOWELL RD,85009,STREET / ROADWAY / SIDEWALK,BD19,33.46582061220216,-112.0746727625953
470709,202300000186141,02/04/2023  18:00,02/05/2023  03:45,LARCENY-THEFT,50XX W THUNDERBIRD RD,85306,PARKING LOT,DD17,33.60766649293152,-112.07539471854811
470710,202300000181534,02/04/2023  18:00,02/05/2023  05:00,LARCENY-THEFT,208XX N 27TH AVE,85027,PARKING LOT,EB22,33.45018553096929,-112.11762345414115
470711,202300000179218,02/04/2023  18:00,02/04/2023  18:42,LARCENY-THEFT,6XX E ADAMS ST,85004,RESTAURANT,BA28,32.9801821,-111.5111745
470712,202300000179114,02/04/2023  18:00,02/04/2023  18:10,AGGRAVATED ASSAULT,2XX E DUNLAP AVE,85020,PARK / PLAYGROUND,CH28,33.567826,-112.073727
470713,202300000193574,02/04/2023  18:00,02/04/2023  23:59,AGGRAVATED ASSAULT,2XX E DUNLAP AVE,85020,STREET / ROADWAY / SIDEWALK,CH28,33.567826,-112.073727
470714,202300000182612,02/04/2023  18:00,02/05/2023  11:30,MOTOR VEHICLE THEFT,82XX N 34TH AVE,85051,CONDO / TOWNHOUSE,CF21,33.5119671,-112.1319848
470715,202300000179105,02/04/2023  18:19,nan,AGGRAVATED ASSAULT,90XX W INDIAN SCHOOL RD,85037,APARTMENT,BH07,33.4942385,-112.254988
470716,202300000179144,02/04/2023  18:25,nan,AGGRAVATED ASSAULT,50XX W INDIAN SCHOOL RD,85031,SPECIALTY STORE,BG17,33.4949145,-112.0743315
470717,202300000181666,02/04/2023  18:30,02/05/2023  06:50,MOTOR VEHICLE THEFT,43XX N 21ST ST,85016,STREET / ROADWAY / SIDEWALK,BH32,33.5383458,-112.0367359
470718,202300000179169,02/04/2023  18:30,02/04/2023  18:33,AGGRAVATED ASSAULT,9XX W GLENDALE AVE,85013,VEHICLE,CC26,33.538409927083336,-112.07578563541666
470719,202300000179220,02/04/2023  18:46,02/04/2023  18:46,DRUG OFFENSE,57XX N 19TH AVE,85015,BUS STOP,CA25,33.44871928571428,-112.09999271428572
470720,202300000179281,02/04/2023  18:53,02/04/2023  18:53,LARCENY-THEFT,24XX E CAMELBACK RD,85016,DEPARTMENT / DISCOUNT STORE,BJ33,33.50936425,-112.07339027083333
470721,202300000181911,02/04/2023  19:00,02/05/2023  08:28,LARCENY-THEFT,92XX W THOMAS RD,85037,HOSPITAL,BE06,33.4803414375,-112.0748115625
470722,202300000185644,02/04/2023  19:00,02/04/2023  20:00,MOTOR VEHICLE THEFT,6XX E BROADWAY RD,85040,CONVENIENCE MARKET / STORE,AF28,33.40680206122449,-112.07315591836735
470723,202300000181656,02/04/2023  19:00,02/05/2023  06:50,MOTOR VEHICLE THEFT,98XX N 40TH DR,85051,DRIVEWAY,CI19B,33.5538659,-112.1462674
470724,202300000179379,02/04/2023  19:13,nan,LARCENY-THEFT,18XX E CASHMAN RD,85024,SINGLE FAMILY HOUSE,EE31,33.6916904,-112.0394641
470725,202300000192337,02/04/2023  19:30,02/06/2023  09:00,LARCENY-THEFT,47XX N CENTRAL AVE,85012,SPECIALTY STORE,BI28,43.4878895,43.6114828
470726,202300000187635,02/04/2023  20:00,02/06/2023  08:00,MOTOR VEHICLE THEFT,78XX N 27TH AVE,85051,GAS / SERVICE STATION,CE23B,33.44885841666667,-112.117614
470727,202300000204443,02/04/2023  20:00,02/06/2023  09:00,MOTOR VEHICLE THEFT,19XX W ADOBE DR,85027,AUTO DEALERSHIP NEW/USED,ED24,33.6861856,-112.1259398
470728,202300000181877,02/04/2023  20:12,02/05/2023  07:43,LARCENY-THEFT,47XX E WARNER RD,85044,PARKING LOT,IH38,33.334549,-111.93777758844853
470729,202300000179735,02/04/2023  20:25,02/04/2023  20:25,LARCENY-THEFT,74XX W VIRGINIA AVE,85035,DEPARTMENT / DISCOUNT STORE,BE11,33.47674185170719,-112.07760104114898
470730,202300000179733,02/04/2023  20:27,nan,ROBBERY,35XX W DUNLAP AVE,85051,PARKING LOT,CH20,33.567814423469386,-112.07435130612245
470731,202300000180103,02/04/2023  20:30,02/04/2023  21:30,MOTOR VEHICLE THEFT,69XX W MCDOWELL RD,85043,APARTMENT,BC12A,33.46565579061542,-112.07517000117815
470732,202300000182270,02/04/2023  20:30,02/05/2023  09:30,LARCENY-THEFT,18XX S 65TH LN,85043,STREET / ROADWAY / SIDEWALK,AI13,33.4263508,-112.2012342
470733,202300000179995,02/04/2023  20:30,02/04/2023  21:20,LARCENY-THEFT,242XX N 23RD AVE,85085,SPECIALTY STORE,EG23,33.7750604,-112.1080384
470734,202300000179829,02/04/2023  20:53,nan,AGGRAVATED ASSAULT,XX E BASELINE RD,85042,BUS STOP,AB28,33.3779601,-112.0248755
470735,202300000180009,02/04/2023  21:00,nan,AGGRAVATED ASSAULT,29XX N CENTRAL AVE,85012,LIGHT RAIL TRAIN,BF28,43.4808702,43.6067788
470736,202380000896,02/04/2023  21:00,02/05/2023  10:30,LARCENY-THEFT,130XX S 48TH ST,85044,APARTMENT,IH39,33.42695971351599,-111.97754715628497
470737,202300000179899,02/04/2023  21:00,nan,MOTOR VEHICLE THEFT,41XX N 51ST AVE,85031,FAST FOOD STORE,BH17,33.447035102040815,-112.16901773469388
470738,202300000182343,02/04/2023  21:00,02/05/2023  09:00,MOTOR VEHICLE THEFT,78XX W CLARENDON AVE,85033,DRIVEWAY,BG10,33.49237670940408,-112.07497137301326
470739,202300000181783,02/04/2023  21:00,02/05/2023  07:30,LARCENY-THEFT,23XX W WASHINGTON ST,85009,SINGLE FAMILY HOUSE,BA23,47.6538425,-122.3169718
470740,202300000182094,02/04/2023  21:00,02/05/2023  09:30,LARCENY-THEFT,48XX W SANDRA TER,85306,SINGLE FAMILY HOUSE,DG17,33.6339475,-112.1914615
470741,202300000179933,02/04/2023  21:18,02/04/2023  21:18,ROBBERY,43XX N 35TH AVE,85019,VEHICLE,BH20A,33.44855185714286,-112.13441142857143
470742,202300000182867,02/04/2023  21:23,02/05/2023  09:30,BURGLARY,47XX E BASELINE RD,85042,RENTAL STORAGE / FACILITY,AB38,33.3776869260608,-112.07268386177904
470743,202300000188782,02/04/2023  21:30,02/05/2023  07:30,LARCENY-THEFT,162XX N 33RD LN,85053,DRIVEWAY,DG21,33.6204546,-112.1296178
470744,202300000180011,02/04/2023  21:32,nan,LARCENY-THEFT,36XX E INDIAN SCHOOL RD,85018,PARKING LOT,BG36,33.49490757142857,-112.07330953061224
470745,202300000180012,02/04/2023  21:34,nan,DRUG OFFENSE,N 83RD AVE & W MINNEZONA AVE,85033,STREET / ROADWAY / SIDEWALK,BI09,,
470746,202300000180086,02/04/2023  21:38,nan,LARCENY-THEFT,10XX N 24TH ST,85006,DEPARTMENT / DISCOUNT STORE,BC32B,33.4487044,-112.03066193731931
470747,202300000182948,02/04/2023  22:00,02/05/2023  13:00,LARCENY-THEFT,103XX W MONTEROSA AVE,85037,VEHICLE,BH03,33.4959592,-112.2747382
470748,202300000188071,02/04/2023  22:00,02/06/2023  13:00,MOTOR VEHICLE THEFT,38XX E THOMAS RD,85008,OTHER,BE36,33.480339052169455,-112.07315258161817
470749,202300000180290,02/04/2023  22:15,02/04/2023  22:26,LARCENY-THEFT,34XX W DEER VALLEY RD,85027,CONVENIENCE MARKET / STORE,EC21,33.68383404597701,-112.07442505747127
470750,202300000180331,02/04/2023  22:29,02/04/2023  22:37,LARCENY-THEFT,63XX N 12TH ST,85014,CONVENIENCE MARKET / STORE,CB29,33.44896332653062,-112.05631573469388
470751,202300000180332,02/04/2023  22:29,nan,LARCENY-THEFT,63XX N 12TH ST,85014,CONVENIENCE MARKET / STORE,CB29,33.44896332653062,-112.05631573469388
470752,202300000185023,02/04/2023  23:00,02/05/2023  12:00,BURGLARY,29XX W GRISWOLD RD,85051,SINGLE FAMILY HOUSE,CF22,33.55670105882353,-112.07434194117647
470753,202300000187427,02/04/2023  23:00,02/06/2023  10:14,MOTOR VEHICLE THEFT,25XX W OCOTILLO RD,85017,APARTMENT,CC23B,33.248466,-111.56393894970229
470754,202300000180631,02/04/2023  23:53,02/04/2023  23:53,AGGRAVATED ASSAULT,45XX E BASELINE RD,85042,APARTMENT,AB38,33.377686836246994,-112.07270191435344
470755,202300000183982,02/05/2023  00:00,nan,DRUG OFFENSE,52XX W MCDOWELL RD,85035,STREET / ROADWAY / SIDEWALK,BD16,33.4658210152527,-112.07485870324413
470756,202300000184352,02/05/2023  00:00,nan,ROBBERY,65XX W VIRGINIA AVE,85035,PARK / PLAYGROUND,BE13,33.47642345,-112.07671267498199
470757,202300000183969,02/05/2023  00:00,02/05/2023  00:00,LARCENY-THEFT,66XX W INDIAN SCHOOL RD,85033,GROCERY / SUPER MARKET,BG13,33.4946699,-112.2192157
470758,202300000182626,02/05/2023  00:00,02/05/2023  11:51,MOTOR VEHICLE THEFT,42XX W NORTH LN,85051,DRIVEWAY,CI19A,33.58042,-112.07126605398902
470759,202300000192458,02/05/2023  00:00,02/06/2023  00:00,LARCENY-THEFT,15XX W VAN BUREN ST,85007,STREET / ROADWAY / SIDEWALK,BB25,33.451318353535356,-112.07403177777778
470760,202300000189122,02/05/2023  00:00,02/06/2023  14:30,LARCENY-THEFT,6XX E MISSION LN,85020,APARTMENT,CH28,33.569642333333334,-112.07363366666667
470761,202300000209528,02/05/2023  00:00,02/06/2023  07:30,LARCENY-THEFT,67XX W CAMBRIDGE AVE,85035,DRIVEWAY,BE12,33.4774385,-112.077217
470762,202300000181563,02/05/2023  00:00,nan,DRUG OFFENSE,87XX N 35TH AVE,85051,PARKING LOT,CG20,33.44925989795918,-112.13441816326531
470763,202300000182284,02/05/2023  00:01,02/05/2023  08:00,RAPE,20XX W BETHANY HOME RD,85015,APARTMENT,CB24,33.523880734693876,-112.07402296938776
470764,202300000180692,02/05/2023  00:12,02/05/2023  00:12,BURGLARY,6XX N 6TH ST,85004,HOTEL / MOTEL,BB28,33.4503221,-112.066267
470765,202300000180736,02/05/2023  00:23,nan,BURGLARY,35XX W SOUTHERN AVE,85041,SPECIALTY STORE,AC20,33.39216355267839,-112.07362979818019
470766,202300000180752,02/05/2023  00:25,nan,DRUG OFFENSE,16XX N 43RD AVE,85009,VEHICLE,BC19A,33.447987115170726,-112.15183023383591
470767,202380000968,02/05/2023  00:30,02/05/2023  06:00,LARCENY-THEFT,47XX E WARNER RD,85044,APARTMENT,IH38,33.334549,-111.93777758844853
470768,202300000181865,02/05/2023  00:30,02/05/2023  08:00,BURGLARY,186XX N 35TH AVE,85027,RESTAURANT,DJ21,33.45039364646465,-112.1346166969697
470769,202380000917,02/05/2023  01:00,02/05/2023  01:30,LARCENY-THEFT,50XX W MACKENZIE DR,85031,STREET / ROADWAY / SIDEWALK,BH17,33.4971649,-112.1856107
470770,202300000190308,02/05/2023  01:00,nan,AGGRAVATED ASSAULT,63XX W HESS ST,85043,SINGLE FAMILY HOUSE,AH13,33.4287057,-112.2017653
470771,202300000182562,02/05/2023  01:27,nan,LARCENY-THEFT,34XX S 74TH LN,85043,VEHICLE,AG11,33.410853,-112.2206073
470772,202300000181957,02/05/2023  01:50,nan,LARCENY-THEFT,5XX W VILLA RITA DR,85023,VEHICLE,DI27,33.65005923589769,-112.07437623424666
470773,202300000181036,02/05/2023  01:50,nan,AGGRAVATED ASSAULT,40XX W CAMELBACK RD,85019,APARTMENT,BI19A,33.50937172727273,-112.07421904545454
470774,202300000181806,02/05/2023  02:00,02/05/2023  03:56,BURGLARY,40XX W MYRTLE AVE,85051,SINGLE FAMILY HOUSE,CD19,33.54253049378177,-112.07535736649726
470775,202380001111,02/05/2023  02:00,02/05/2023  03:00,LARCENY-THEFT,39XX S 58TH LN,85043,DRIVEWAY,AF15,33.4132402,-112.185802
470776,202300000181403,02/05/2023  02:30,nan,RAPE,35XX W ROYAL PALM RD,85051,SINGLE FAMILY HOUSE,CF20,33.55556969199994,-112.07443421422234
470777,202300000181136,02/05/2023  02:33,nan,AGGRAVATED ASSAULT,7XX N CENTRAL AVE,85003,BAR / LOUNG / NIGHT CLUB,BB27,33.44842589296857,-112.07370612463659
470778,202300000181149,02/05/2023  02:38,nan,ROBBERY,20XX W TURNEY AVE,85015,APARTMENT,BH24,33.50030075,-112.0740569375
470779,202300000182960,02/05/2023  03:00,02/05/2023  07:00,AGGRAVATED ASSAULT,92XX W THOMAS RD,85037,SINGLE FAMILY HOUSE,BE06,33.4803414375,-112.0748115625
470780,202300000184508,02/05/2023  03:00,02/05/2023  12:00,MOTOR VEHICLE THEFT,62XX W MCDOWELL RD,85043,APARTMENT,BC14A,33.465821418303236,-112.07504464389295
470781,202300000181255,02/05/2023  03:00,02/05/2023  03:29,AGGRAVATED ASSAULT,17XX E MCDOWELL RD,85006,BAR / LOUNG / NIGHT CLUB,BD31,33.465650530612244,-112.07348008163265
470782,202300000181254,02/05/2023  03:24,02/05/2023  03:24,ARSON,45XX N BLACK CANYON AC,85017,APARTMENT,BI23B,,
470783,202300000183226,02/05/2023  03:30,nan,LARCENY-THEFT,5XX W CLARENDON AVE,85013,APARTMENT,BG27,33.492303504571424,-112.07398963014286
470784,202300000181299,02/05/2023  03:43,02/05/2023  03:44,LARCENY-THEFT,96XX N 11TH AVE,85021,APARTMENT,CH26,33.5466057,-112.0868692
470785,202300000181323,02/05/2023  03:55,02/05/2023  03:55,BURGLARY,89XX N CENTRAL AVE,85021,FAST FOOD STORE,CG27,42.511238,-78.6707813
470786,202300000181359,02/05/2023  04:10,nan,LARCENY-THEFT,N 67TH AVE & W MCDOWELL RD,85043,UNKNOWN,BC12A,,
470787,202300000181550,02/05/2023  05:59,nan,LARCENY-THEFT,90XX N 19TH AVE,85021,CONVENIENCE MARKET / STORE,CH24,33.449014500000004,-112.10019075
470788,202300000296100,02/05/2023  06:00,02/26/2023  12:00,BURGLARY,186XX N 33RD DR,85027,CONDO / TOWNHOUSE,DJ21,33.691901,-112.1309673
470789,202300000181581,02/05/2023  06:18,nan,MOTOR VEHICLE THEFT,15XX N 44TH ST,85008,HOTEL / MOTEL,BC38,33.450957032633866,-111.98722380439263
470790,202380000893,02/05/2023  06:30,02/05/2023  20:20,LARCENY-THEFT,3XX W THOMAS RD,85013,HOSPITIAL / NURSING CARE,BF27,33.48016818367347,-112.07394240816326
470791,202300000181618,02/05/2023  06:40,nan,DRUG OFFENSE,118XX N 28TH DR,85029,RETAIL BUSINESS,DA22,33.5785478,-112.1216274
470792,202300000181644,02/05/2023  06:53,nan,LARCENY-THEFT,25XX N 83RD AVE,85035,APARTMENT,BE09,33.44765060869565,-112.23821273913045
470793,202380000875,02/05/2023  07:00,02/05/2023  07:02,LARCENY-THEFT,77XX W GRANADA RD,85035,SINGLE FAMILY HOUSE,BD10,33.4686406,-112.165564
470794,202300000181767,02/05/2023  07:42,nan,DRUG OFFENSE,25XX W GLENDALE AVE,85051,VEHICLE,CD23B,33.53840976041667,-112.07583280208334
470795,202300000678903,02/05/2023  08:00,05/05/2023  14:24,LARCENY-THEFT,180XX N SCOTTSDALE RD,85255,AUTO DEALERSHIP NEW/USED,nan,33.6659352,-111.9252814
470796,202300000181838,02/05/2023  08:06,nan,LARCENY-THEFT,34XX W SOUTHERN AVE,85041,DRUG STORE,AD21,33.39233065306122,-112.07422414285713
470797,202300000181841,02/05/2023  08:09,02/05/2023  08:09,DRUG OFFENSE,19XX E HAZELWOOD ST,85016,GOVERNMENT / PUBLIC BUILDING,BI31A,33.504796,-112.014147
470798,202300000181839,02/05/2023  08:10,02/05/2023  08:10,DRUG OFFENSE,N 24TH DR & W THOMAS RD,85015,VEHICLE,BF23A,33.4804628,-112.111673
470799,202300000181867,02/05/2023  08:15,nan,DRUG OFFENSE,41XX N 51ST AVE,85031,VEHICLE,BH17,33.447035102040815,-112.16901773469388
470800,202300000181910,02/05/2023  08:15,02/05/2023  08:15,DRUG OFFENSE,42XX W CLARENDON AVE,85019,PARKING LOT,BG19,33.49245948921972,-112.07448491611301
470801,202300000181955,02/05/2023  08:40,02/05/2023  08:45,LARCENY-THEFT,42XX E MCDOWELL RD,85008,PARKING LOT,BC37,33.46617479608343,-111.93222762941224
470802,202300000181956,02/05/2023  08:40,nan,AGGRAVATED ASSAULT,29XX W POLK ST,85009,MOBILE HOME,BB22,33.4532232,-112.1391831
470803,202300000186454,02/05/2023  09:00,02/06/2023  05:20,LARCENY-THEFT,42XX S 67TH LN,85043,VEHICLE,AF12,33.4057462,-112.2048813
470804,202300000182013,02/05/2023  09:05,nan,BURGLARY,34XX W DIANA AVE,85051,STOREROOM/SHED (RESIDENTIAL),CG21,33.5628161,-112.12126
470805,202300000182067,02/05/2023  09:22,02/05/2023  09:22,DRUG OFFENSE,E THOMAS RD & N 44TH ST,85018,FAST FOOD STORE,BF37,33.4792063,-111.9872155
470806,202300000182097,02/05/2023  09:31,nan,AGGRAVATED ASSAULT,59XX W CAMELBACK RD,85033,PARKING LOT,BI14,33.509210800000005,-112.07470408
470807,202300000182186,02/05/2023  10:00,nan,DRUG OFFENSE,23XX W THUNDERBIRD RD,85029,PARK / PLAYGROUND,DC23,33.6075049366239,-112.07493391470813
470808,202300000183791,02/05/2023  10:00,02/05/2023  15:52,BURGLARY,37XX E PIERSON ST,85018,SINGLE FAMILY HOUSE,BI36,33.50692592028154,-112.07198461785596
470809,202300000182318,02/05/2023  10:20,nan,ROBBERY,46XX E WASHINGTON ST,85034,APARTMENT,BA38B,36.1582434,-97.0697561
470810,202300000182259,02/05/2023  10:20,nan,LARCENY-THEFT,25XX E JEFFERSON ST,85034,PARKING LOT,BA33,33.4010644,-110.8522174
470811,202380000878,02/05/2023  10:30,02/05/2023  10:50,LARCENY-THEFT,21XX E BASELINE RD,85042,DEPARTMENT / DISCOUNT STORE,AB32,33.37768575848136,-112.07291854524627
470812,202300000183524,02/05/2023  10:55,02/05/2023  14:00,LARCENY-THEFT,35XX W GREENWAY RD,85053,RESTAURANT,DF20,33.6252685,-112.1199404
470813,202300000182431,02/05/2023  11:06,nan,MOTOR VEHICLE THEFT,80XX N 27TH AVE,85051,OTHER,CF22,33.448872875,-112.117614
470814,202300000211097,02/05/2023  11:20,02/05/2023  11:40,LARCENY-THEFT,48XX W OSBORN RD,85031,OTHER,BG17,33.487621346938774,-112.07449684693877
470815,202300000182615,02/05/2023  11:55,nan,DRUG OFFENSE,10XX N 67TH AVE,85043,BUS STOP,BC13B,33.448133,-112.203592
470816,202300000183117,02/05/2023  12:00,nan,MOTOR VEHICLE THEFT,15XX W GLENDALE AVE,85021,APARTMENT,CD25,33.53840986458333,-112.07580332291667
470817,202300000192533,02/05/2023  12:00,02/07/2023  09:00,LARCENY-THEFT,44XX E BASELINE RD,85042,APARTMENT,AB38,33.37785572050175,-112.07256024421359
470818,202300000342745,02/05/2023  12:00,02/24/2023  12:00,BURGLARY,24XX E MCDOWELL RD,85008,SINGLE FAMILY HOUSE,BC33A,33.46581598979592,-112.07352580612245
470819,202300000246579,02/05/2023  12:00,nan,RAPE,12XX E COLTER ST,85014,SINGLE FAMILY HOUSE,BJ30,33.51299224664475,-112.07345393515567
470820,202300000183440,02/05/2023  12:00,nan,LARCENY-THEFT,98XX W LOWER BUCKEYE RD,85353,OTHER,AH05,33.42089686079158,-112.350503819036
470821,202300000185736,02/05/2023  12:00,02/05/2023  12:00,RAPE,32XX W INDIAN SCHOOL RD,85017,APARTMENT,BH21,33.4949135625,-112.0741813125
470822,202300000182701,02/05/2023  12:13,nan,LARCENY-THEFT,24XX E SOUTHERN AVE,85040,CONVENIENCE MARKET / STORE,AD33,33.39233210144384,-112.07284168272858
470823,202380000883,02/05/2023  12:30,02/05/2023  12:35,LARCENY-THEFT,10XX N 1ST DR,85003,APARTMENT,BC27B,33.4592582,-112.0753903
470824,202300000192813,02/05/2023  13:00,02/05/2023  16:00,AGGRAVATED ASSAULT,357XX N 31ST DR,85086,VEHICLE,GA21,33.8089895,-112.1277878
470825,202300000583080,02/05/2023  13:10,02/05/2023  13:10,LARCENY-THEFT,57XX N 19TH AVE,85015,DEPARTMENT / DISCOUNT STORE,CA25,33.44871928571428,-112.09999271428572
470826,202300000183121,02/05/2023  13:30,nan,LARCENY-THEFT,19XX E CAMELBACK RD,85016,DEPARTMENT / DISCOUNT STORE,BI31A,33.5091985,-112.07326362500001
470827,202300000183069,02/05/2023  13:31,nan,MOTOR VEHICLE THEFT,61XX N 27TH AVE,85017,BAR / LOUNG / NIGHT CLUB,CB22,33.44873389795918,-112.117418
470828,202300000183071,02/05/2023  13:31,nan,AGGRAVATED ASSAULT,N CENTRAL AVE & W CAMELBACK RD,85012,LIGHT RAIL PLATFORM,BI27,33.5094514,-112.07435
470829,202300000183206,02/05/2023  13:54,nan,DRUG OFFENSE,17XX W VAN BUREN ST,85007,CONVENIENCE MARKET / STORE,BB25,33.45131840404041,-112.07404188888889
470830,202300000183227,02/05/2023  13:54,nan,LARCENY-THEFT,24XX E CAMELBACK RD,85016,DEPARTMENT / DISCOUNT STORE,BJ33,33.50936425,-112.07339027083333
470831,202300000183494,02/05/2023  14:00,02/05/2023  14:10,LARCENY-THEFT,31XX E MCDOWELL RD,85008,FAST FOOD STORE,BD34,33.46564924489796,-112.07334365306122
470832,202300000185769,02/05/2023  14:00,02/05/2023  23:00,LARCENY-THEFT,101XX W HILTON AVE,85353,FENCED RESIDENTIAL YARD,AH04,33.428136,-112.075221
470833,202300000183840,02/05/2023  14:00,02/05/2023  16:00,MOTOR VEHICLE THEFT,32XX W INDIAN SCHOOL RD,85017,GROCERY / SUPER MARKET,BG21A,33.4949135625,-112.0741813125
470834,202300000183268,02/05/2023  14:05,nan,AGGRAVATED ASSAULT,80XX N 35TH AVE,85051,OTHER,CF21,33.4491563125,-112.1346141875
470835,202300000183334,02/05/2023  14:21,nan,LARCENY-THEFT,96XX N METRO PKWY E,85051,DEPARTMENT / DISCOUNT STORE,CH22,33.5721519,-112.1197019
470836,202300000183354,02/05/2023  14:23,nan,LARCENY-THEFT,36XX E THOMAS RD,85008,DEPARTMENT / DISCOUNT STORE,BE36,33.480339171409526,-112.07317905291501
470837,202300000183408,02/05/2023  14:34,02/05/2023  14:34,LARCENY-THEFT,48XX E BELL RD,85254,GROCERY / SUPER MARKET,DH39,33.64035393243243,-112.07193856756756
470838,202300000183546,02/05/2023  14:53,02/05/2023  14:55,AGGRAVATED ASSAULT,S 68TH AVE & W MALDONADO RD,85339,STREET / ROADWAY / SIDEWALK,AB12,,
470839,202300000183625,02/05/2023  15:00,02/05/2023  15:10,LARCENY-THEFT,20XX N 75TH AVE,85035,STREET / ROADWAY / SIDEWALK,BD10,33.44706276530612,-112.22106561224489
470840,202300000183585,02/05/2023  15:09,02/05/2023  15:09,DRUG OFFENSE,18XX W GREENWAY RD,85023,STREET / ROADWAY / SIDEWALK,DE25,33.6253101,-112.1112117
470841,202300000183593,02/05/2023  15:11,nan,MURDER AND NON-NEGLIGENT MANSLAUGHTER,E BROADWAY RD & S 7TH ST,85040,STREET / ROADWAY / SIDEWALK,AF28,33.4061671,-112.064753
470842,202300000183641,02/05/2023  15:15,nan,MOTOR VEHICLE THEFT,202XX N 27TH AVE,85027,PARKING LOT,EB22,33.450133501471,-112.11762298446665
470843,202380001170,02/05/2023  15:30,02/05/2023  15:40,LARCENY-THEFT,46XX E BELL RD,85032,DEPARTMENT / DISCOUNT STORE,DG38,33.64035389189189,-112.0719541081081
470844,202300000183704,02/05/2023  15:30,nan,LARCENY-THEFT,74XX W VIRGINIA AVE,85035,DEPARTMENT / DISCOUNT STORE,BE11,33.47674185170719,-112.07760104114898
470845,202300000198491,02/05/2023  15:34,nan,LARCENY-THEFT,46XX N 29TH AVE,85017,DRIVEWAY,BI22,33.4130914,-111.7541631
